x,y,alt,az,alt_err,az_err,sample_size,star_name,ra,dec,real_alt,real_az
887.0,452.0,58.65756749036874,235.14959510731254,0.0,0.0,1.0,   Kap Phe,00h26m12.2s,-43d40m48s,58.64860881249107,235.16244630831113
848.0,739.0,34.255493664806096,159.89501491505706,0.0,0.0,1.0,   Zet Vol,07h41m49.2s,-72d36m22s,34.156336383800706,159.8993529367923
847.0,504.0,66.27232495587666,213.64847909298726,0.0,0.0,1.0,   Del Phe,01h31m15.1s,-49d04m22s,66.14776791386078,213.52284729095638
544.0,672.0,38.19698743097993,91.47384325936586,0.0,0.0,1.0,  7Nu 2CMa,06h36m41.0s,-19d15m21s,38.07855999704865,91.45755034928864
678.0,569.0,69.87852963000208,106.23447944563532,0.0,0.0,1.0, 43    Eri,04h24m02.2s,-34d01m01s,70.038700185793,106.19975566785695
1023.0,631.0,25.515312825633732,198.5102524435914,0.0,0.0,1.0,   Eps Pav,20h00m35.5s,-72d54m38s,25.526355334251697,198.61714732299757
681.0,674.0,50.91809955368953,121.5987998615184,0.0,0.0,1.0,   Eta Col,05h59m08.8s,-42d48m55s,50.862504481949976,121.74659236734284
613.0,711.0,39.635929065014686,108.763323177232,0.0,0.0,1.0, 13Kap CMa,06h49m50.5s,-32d30m31s,39.71518537897986,108.80193912337667
587.0,768.0,27.495392579528044,109.11211804601533,0.0,0.0,1.0,  3    Pup,07h43m48.5s,-28d57m17s,27.599170048058017,109.09352374285146
812.0,805.0,24.50170290814795,149.59848781740428,0.0,0.0,1.0,          ,09h11m16.6s,-62d19m02s,24.487765740449984,149.52006549537575
993.0,428.0,37.66368570898489,236.51289651381902,0.0,0.0,1.0,   Del1Gru,22h29m16.2s,-43d29m44s,37.599757119045194,236.42862522860375
904.0,306.0,42.25650576677743,270.0380385918076,0.0,0.0,1.0, 98    Aqr,23h22m58.2s,-20d06m02s,42.30528008427106,269.95055465400446
486.0,612.0,36.42920699824892,73.85859383088852,0.0,0.0,1.0,  5Gam Mon,06h14m51.3s,-06d16m29s,36.451060321973564,73.92863973483472
819.0,736.0,36.91391379658193,154.61931049679538,0.0,0.0,1.0,   Del Vol,07h16m49.8s,-67d57m26s,36.873868864471085,154.59787232297836
958.0,516.0,44.72651156614311,216.5061342470379,0.0,0.0,1.0,   Gam Tuc,23h17m25.8s,-58d14m09s,44.658916314805545,216.50397575103253
